Ticker,$VolumePctl,SharpePctl,$VolxSharpe,Parkinson,ParkinsonPctl
CCCC,0.434,0.141,0.061,1.03,0.48
MBVI,0.305,0.2,0.061,0.04,0.08
MATH,0.075,0.82,0.061,0.86,0.19
TCRT,0.101,0.594,0.06,0.87,0.18
IPDN,0.202,0.296,0.06,1.42,0.39
MKTW,0.081,0.736,0.06,0.44,0.14
HOVNP,0.062,0.974,0.06,0.16,0.6
CNDT,0.41,0.147,0.06,0.44,0.16
MOH,0.918,0.065,0.06,0.43,0.65
SRG,0.147,0.411,0.06,0.39,0.12
DLHC,0.256,0.236,0.06,0.69,0.87
UA,0.589,0.102,0.06,0.3,0.03
VBNK,0.247,0.242,0.06,0.32,0.21
DAWN,0.629,0.095,0.06,0.59,0.62
PCSA,0.368,0.162,0.06,1.67,0.68
ANTA,0.158,0.379,0.06,0.63,0.46
RBOT,0.195,0.307,0.06,0.99,0.28
TISI,0.13,0.465,0.06,0.63,0.27
WDFC,0.662,0.091,0.06,0.32,0.82
ASPN,0.607,0.098,0.059,0.68,0.5
HUBC,0.317,0.187,0.059,0.99,0.1
SYPR,0.082,0.72,0.059,0.63,0.19
ATPC,0.134,0.438,0.059,0.63,0.14
IART,0.608,0.097,0.059,0.77,0.94
VATE,0.107,0.554,0.059,0.8,0.16
ONL,0.243,0.243,0.059,0.35,0.12
GETY,0.523,0.113,0.059,1.32,1.0
MCRP,0.286,0.206,0.059,1.89,0.65
ALTI,0.163,0.36,0.059,0.49,0.02
HSCS,0.115,0.514,0.059,0.56,0.02
HBIO,0.399,0.149,0.059,1.48,0.84
CABO,0.542,0.108,0.059,0.55,0.5
MREO,0.413,0.143,0.059,0.67,0.39
RYDE,0.121,0.489,0.059,1.49,0.78
CVU,0.293,0.201,0.059,1.19,0.99
CRMT,0.484,0.121,0.059,0.56,0.73
MNY,0.108,0.542,0.059,0.92,0.54
SOHOO,0.112,0.528,0.059,0.3,0.87
TRT,0.122,0.482,0.059,0.64,0.87
TOPS,0.171,0.343,0.059,0.45,0.24
HIBS,0.574,0.103,0.059,0.52,0.52
AP,0.098,0.603,0.059,0.75,0.32
SAVA,0.418,0.139,0.058,0.93,0.56
JRSH,0.079,0.739,0.058,0.33,0.37
VSTD,0.224,0.26,0.058,1.52,0.71
FARM,0.115,0.5,0.058,0.44,0.01
CNS,0.648,0.089,0.058,0.28,0.42
OBLG,0.165,0.35,0.058,1.15,0.49
MEGL,0.078,0.747,0.058,0.73,0.21
SCOR,0.083,0.701,0.058,0.69,0.1
FTAIM,0.074,0.79,0.058,0.08,0.27
MTVA,0.229,0.252,0.058,0.75,0.26
KOYN,0.059,0.982,0.058,0.02,0.06
KBR,0.76,0.076,0.058,0.35,0.82
FLXS,0.355,0.163,0.058,0.53,0.57
LGO,0.32,0.178,0.057,1.06,0.9
GCTS,0.255,0.222,0.057,0.74,0.43
CBNA,0.066,0.858,0.057,0.35,0.69
CXAI,0.254,0.223,0.057,0.92,0.47
PSFE,0.464,0.122,0.057,0.45,0.39
CE,0.819,0.069,0.057,0.47,0.53
LEXX,0.269,0.213,0.057,0.98,0.53
BGSF,0.222,0.255,0.057,0.5,0.18
VLYPP,0.07,0.815,0.057,0.06,0.16
OCCIO,0.065,0.877,0.057,0.04,0.6
FEAM,0.27,0.21,0.057,1.57,0.64
JZXN,0.261,0.218,0.057,1.68,0.39
AIRO,0.603,0.095,0.057,0.66,0.19
OSUR,0.36,0.159,0.057,0.42,0.13
ALEC,0.459,0.125,0.057,1.06,0.72
CBLL,0.465,0.123,0.057,0.57,0.41
OCCIM,0.061,0.918,0.056,0.06,0.98
FGNX,0.428,0.13,0.056,0.97,0.46
CAMP,0.21,0.265,0.056,1.17,0.25
NXTC,0.186,0.302,0.056,1.49,0.85
SELF,0.093,0.604,0.056,0.2,0.11
SGMO,0.386,0.146,0.056,0.89,0.12
AUST,0.198,0.284,0.056,1.28,0.74
CCNEP,0.075,0.75,0.056,0.08,0.39
INV,0.476,0.118,0.056,1.78,1.0
ESCA,0.162,0.346,0.056,0.4,0.24
SRZN,0.094,0.594,0.056,0.5,0.06
BRBR,0.772,0.071,0.055,0.43,0.71
ALKT,0.688,0.08,0.055,0.47,0.66
ANIK,0.344,0.159,0.055,0.42,0.23
LIVE,0.092,0.595,0.055,0.68,0.5
HGBL,0.159,0.345,0.055,0.51,0.73
ENPH,0.934,0.059,0.055,0.52,0.07
ASRT,0.214,0.256,0.055,0.49,0.2
NL,0.178,0.307,0.055,0.54,0.26
RLYB,0.173,0.319,0.055,0.97,0.5
COTY,0.661,0.083,0.055,0.38,0.36
GIS,0.896,0.061,0.055,0.21,0.3
FVR,0.335,0.165,0.055,0.32,0.22
PCM,0.227,0.238,0.054,0.18,0.63
PAR,0.625,0.086,0.054,0.45,0.63
RPAY,0.559,0.096,0.054,0.64,0.81
GYRE,0.262,0.205,0.054,0.54,0.06
ALLO,0.414,0.131,0.054,0.76,0.12
ATOS,0.271,0.2,0.054,0.7,0.4
ASIX,0.502,0.108,0.054,0.36,0.57
PKOH,0.282,0.191,0.054,0.42,0.35
KWM,0.157,0.346,0.054,0.97,0.18
AURA,0.391,0.139,0.054,0.63,0.52
ARBK,0.269,0.201,0.054,1.63,0.73
SGA,0.119,0.454,0.054,0.29,0.12
BEEM,0.304,0.177,0.054,0.96,0.59
EDZ,0.528,0.102,0.054,0.33,0.78
SOAR,0.249,0.217,0.054,1.51,0.58
TLX,0.236,0.228,0.054,0.26,0.01
MSFD,0.34,0.16,0.054,0.18,0.6
RGP,0.442,0.12,0.053,0.61,0.96
ACRV,0.424,0.125,0.053,0.9,0.53
NVO,0.988,0.054,0.053,0.26,0.46
CCOI,0.686,0.077,0.053,0.47,0.67
REBN,0.098,0.536,0.053,0.68,0.08
TTEK,0.741,0.072,0.053,0.29,0.5
JG,0.099,0.539,0.053,0.6,0.3
CCG,0.09,0.591,0.053,0.83,0.55
CARL,0.328,0.163,0.053,0.69,0.58
DEA,0.531,0.099,0.053,0.25,0.2
LOAN,0.1,0.534,0.053,0.29,0.8
REGCP,0.101,0.522,0.053,0.08,0.3
BARK,0.299,0.177,0.053,0.9,0.96
TBHC,0.112,0.476,0.053,0.78,0.62
NTRSO,0.284,0.188,0.053,0.11,0.12
NWL,0.756,0.07,0.053,0.61,0.89
REFR,0.135,0.389,0.053,1.41,0.99
FTFT,0.184,0.29,0.053,1.19,0.31
SMSI,0.119,0.446,0.053,0.75,0.1
JBIO,0.376,0.139,0.052,0.81,0.5
JBDI,0.089,0.58,0.052,1.19,0.42
LOKV,0.07,0.737,0.052,0.04,0.26
WEAV,0.623,0.083,0.052,0.56,0.87
MBINN,0.137,0.383,0.052,0.21,0.63
AIMD,0.077,0.677,0.052,0.7,0.01
ACTG,0.246,0.213,0.052,0.44,0.73
LFVN,0.413,0.127,0.052,0.65,0.38
AGRO,0.394,0.133,0.052,0.32,0.74
FCUV,0.081,0.644,0.052,1.22,0.56
NXGL,0.144,0.362,0.052,0.74,0.07
LVTX,0.118,0.439,0.052,0.38,0.1
MTNB,0.066,0.79,0.052,0.81,0.04
AUTL,0.432,0.12,0.052,0.77,0.42
IMCC,0.142,0.368,0.052,1.34,0.56
CINT,0.272,0.191,0.052,0.53,0.7
BAX,0.888,0.057,0.051,0.33,0.7
ACVA,0.677,0.075,0.051,0.46,0.56
TELO,0.308,0.164,0.051,0.76,0.02
FLYX,0.065,0.785,0.051,1.0,0.29
OESX,0.114,0.447,0.051,0.7,0.42
CPB,0.838,0.061,0.051,0.24,0.21
VIVS,0.165,0.31,0.051,1.44,0.56
FLYE,0.299,0.172,0.051,2.71,0.96
RMR,0.45,0.114,0.051,0.39,0.97
UCL,0.069,0.739,0.051,0.71,0.12
KNDI,0.133,0.386,0.051,0.47,0.0
DOGZ,0.271,0.188,0.051,0.88,0.12
LOOP,0.083,0.616,0.051,0.86,0.42
ORGN,0.294,0.172,0.051,1.07,0.78
PMI,0.351,0.144,0.051,1.8,0.89
OMI,0.55,0.09,0.05,0.97,0.97
GNSS,0.215,0.234,0.05,0.61,0.16
PRHI,0.086,0.578,0.05,1.28,0.78
LAND,0.469,0.106,0.05,0.24,0.12
APM,0.096,0.522,0.05,0.83,0.03
CHNR,0.109,0.458,0.05,1.29,0.88
ADSE,0.176,0.278,0.049,0.95,0.8
EDHL,0.325,0.151,0.049,2.18,0.88
IINN,0.15,0.328,0.049,0.68,0.09
THRY,0.609,0.081,0.049,0.75,0.92
BTOG,0.325,0.15,0.049,1.08,0.08
NEXM,0.259,0.189,0.049,0.75,0.19
NEOG,0.611,0.08,0.049,0.6,0.6
USBC,0.287,0.169,0.049,1.33,0.12
EQS,0.065,0.757,0.049,0.55,0.35
INHD,0.203,0.241,0.049,1.15,0.44
SIEB,0.087,0.56,0.049,0.68,0.23
TCI,0.054,0.906,0.049,0.14,0.02
VRME,0.111,0.444,0.049,1.01,0.39
BDSX,0.391,0.123,0.048,1.25,0.64
BAER,0.274,0.174,0.048,0.91,0.45
RMAX,0.355,0.136,0.048,0.37,0.08
FRPH,0.373,0.13,0.048,0.28,0.58
OPAL,0.243,0.196,0.048,0.82,0.67
SFBC,0.253,0.188,0.048,0.1,0.15
CGEM,0.497,0.096,0.048,0.96,0.99
CSBR,0.063,0.766,0.048,0.38,0.0
CLX,0.939,0.051,0.048,0.26,0.85
GSOL,0.524,0.092,0.048,0.71,0.04
ANTX,0.088,0.548,0.048,0.71,0.76
AHT,0.17,0.281,0.048,0.51,0.25
XOMX,0.071,0.678,0.048,0.26,0.78
FTHM,0.183,0.263,0.048,1.04,0.4
SYBX,0.079,0.603,0.048,0.71,0.68
XTIA,0.362,0.132,0.048,0.78,0.18
ICCC,0.058,0.824,0.048,0.57,0.28
IFF,0.886,0.054,0.048,0.22,0.25
NITO,0.14,0.342,0.048,1.02,0.23
LGL,0.093,0.519,0.048,0.32,0.27
MSPR,0.895,0.052,0.047,4.25,1.0
QNRX,0.198,0.235,0.047,1.66,0.74
JAKK,0.404,0.116,0.047,0.45,0.61
FRMI,0.817,0.057,0.047,1.47,0.16
TCBS,0.067,0.698,0.047,0.05,0.17
DSWL,0.055,0.857,0.047,0.49,0.82
IQST,0.264,0.178,0.047,0.66,0.06
ANEB,0.074,0.641,0.047,0.52,0.01
AWX,0.093,0.502,0.047,0.76,0.92
EWCZ,0.328,0.143,0.047,0.55,0.17
CNTX,0.224,0.208,0.047,1.02,0.39
OGN,0.683,0.069,0.047,0.56,0.78
RNTX,0.338,0.138,0.047,1.34,0.75
LDWY,0.074,0.633,0.047,0.45,0.29
MGF,0.068,0.692,0.047,0.09,0.08
FI,0.982,0.048,0.047,0.44,0.94
LUCY,0.407,0.115,0.047,0.73,0.31
ASH,0.701,0.065,0.046,0.27,0.23
ATHA,0.211,0.216,0.046,0.69,0.02
JYNT,0.249,0.184,0.046,0.36,0.15
LSF,0.2,0.232,0.046,0.73,0.39
TC,0.09,0.514,0.046,0.96,0.24
STRS,0.126,0.369,0.046,0.37,0.08
EOLS,0.619,0.075,0.046,0.62,0.61
FIEE,0.055,0.844,0.046,0.6,0.08
SPSC,0.768,0.06,0.046,0.48,0.94
PLAY,0.632,0.072,0.046,0.57,0.26
DLTH,0.143,0.324,0.046,0.82,0.65
MACI,0.05,0.914,0.046,0.07,0.99
MDRR,0.078,0.59,0.046,0.07,0.02
SMC,0.28,0.164,0.046,0.38,0.2
FDBC,0.156,0.298,0.046,0.24,0.14
SUNS,0.24,0.193,0.046,0.43,0.46
PED,0.234,0.197,0.046,0.7,0.76
MNSBP,0.068,0.675,0.046,0.07,0.34
SNFCA,0.162,0.28,0.045,0.4,0.35
BEAT,0.156,0.287,0.045,0.9,0.65
VIASP,0.045,0.993,0.045,0.07,0.01
LBRDA,0.499,0.09,0.045,0.41,0.9
ATR,0.838,0.054,0.045,0.36,0.95
NXDT,0.272,0.167,0.045,0.46,0.2
QQQD,0.401,0.112,0.045,0.16,0.4
APLT,0.361,0.125,0.045,1.49,0.86
VSTS,0.625,0.072,0.045,0.52,0.57
MPU,0.114,0.394,0.045,0.97,0.12
LPSN,0.341,0.132,0.045,1.02,0.56
WHLRD,0.052,0.873,0.045,0.17,0.28
BRKD,0.107,0.417,0.045,0.07,0.68
CGC,0.7,0.064,0.045,0.71,0.14
BXC,0.525,0.085,0.045,0.39,0.22
BTAI,0.35,0.126,0.044,0.82,0.01
GROW,0.073,0.606,0.044,0.37,0.82
RVP,0.07,0.635,0.044,0.83,0.87
UTZ,0.674,0.066,0.044,0.49,1.0
BFS,0.365,0.12,0.044,0.2,0.18
RCKT,0.504,0.088,0.044,0.76,0.56
CHH,0.804,0.055,0.044,0.3,0.74
SSM,0.079,0.554,0.044,0.83,0.21
OLP,0.367,0.12,0.044,0.21,0.15
ZIP,0.421,0.105,0.044,0.62,0.34
UNB,0.141,0.314,0.044,0.34,0.16
OLPX,0.271,0.161,0.044,0.57,0.24
UBCP,0.075,0.589,0.044,0.17,0.06
ELSE,0.065,0.669,0.043,0.12,0.04
GCBC,0.165,0.261,0.043,0.41,0.45
VNME,0.045,0.964,0.043,0.03,0.92
AMST,0.076,0.569,0.043,0.67,0.08
CHOW,0.522,0.082,0.043,1.88,0.06
CHPT,0.521,0.082,0.043,0.57,0.02
CLAR,0.185,0.234,0.043,0.5,0.53
PASG,0.143,0.301,0.043,0.87,0.14
BLFY,0.237,0.18,0.043,0.33,0.4
VERU,0.286,0.149,0.043,0.96,0.59
VERX,0.773,0.056,0.043,0.57,0.9
HTOO,0.412,0.101,0.042,0.91,0.1
GAUZ,0.164,0.259,0.042,0.77,0.36
PETS,0.221,0.19,0.042,0.55,0.3
UHAL,0.497,0.084,0.042,0.23,0.12
CMTG,0.302,0.138,0.042,0.45,0.01
CALC,0.097,0.434,0.042,0.6,0.09
MGYR,0.044,0.951,0.042,0.08,0.0
RFL,0.117,0.355,0.042,0.48,0.0
FSP,0.291,0.144,0.042,0.49,0.69
CWD,0.187,0.225,0.042,0.96,0.08
IOSP,0.614,0.068,0.042,0.26,0.27
USNA,0.502,0.084,0.042,0.49,0.85
CAVA,0.931,0.045,0.042,0.46,0.46
ATEX,0.441,0.093,0.041,0.44,0.46
AGRZ,0.302,0.137,0.041,2.63,0.32
WLK,0.738,0.056,0.041,0.43,0.76
XRX,0.627,0.066,0.041,0.72,0.8
HCWB,0.192,0.215,0.041,0.64,0.03
ONBPP,0.052,0.789,0.041,0.07,0.21
FLWS,0.449,0.091,0.041,1.26,0.98
RDGT,0.092,0.445,0.041,1.32,0.84
CVM,0.216,0.189,0.041,0.96,0.14
VSME,0.177,0.23,0.041,2.48,1.0
KOSS,0.172,0.236,0.041,0.59,0.15
SKYE,0.25,0.165,0.041,0.86,0.01
FIZZ,0.548,0.074,0.041,0.32,0.77
BMRA,0.088,0.471,0.041,0.67,0.08
OTLK,0.312,0.133,0.041,0.85,0.18
JELD,0.673,0.059,0.04,0.88,0.98
NFXS,0.389,0.104,0.04,0.25,0.66
SGC,0.3,0.135,0.04,0.57,0.93
QTRX,0.414,0.096,0.04,0.64,0.1
SSKN,0.151,0.267,0.04,1.3,0.83
GFR,0.339,0.117,0.04,0.55,0.7
PELI,0.042,0.962,0.04,0.01,0.23
WEBS,0.34,0.119,0.04,0.43,0.43
FHTX,0.388,0.104,0.04,1.0,0.64
ICU,0.285,0.141,0.04,0.95,0.25
AGAE,0.149,0.268,0.04,0.81,0.42
AKA,0.175,0.227,0.04,0.88,0.56
CAPS,0.207,0.194,0.04,0.83,0.28
SPB,0.594,0.068,0.04,0.29,0.34
TOUR,0.161,0.247,0.04,0.47,0.18
CMCT,0.095,0.418,0.04,1.11,0.34
ICG,0.206,0.195,0.04,1.22,0.61
KIDS,0.384,0.104,0.04,0.51,0.32
EDSA,0.134,0.297,0.04,1.09,0.81
TAIT,0.104,0.383,0.04,0.69,0.85
MCHX,0.077,0.507,0.039,0.5,0.15
BNKK,0.365,0.107,0.039,1.44,0.62
WYHG,0.181,0.214,0.039,0.95,0.1
MGNX,0.335,0.115,0.039,0.9,0.52
EVH,0.593,0.066,0.039,0.57,0.21
PLTK,0.557,0.07,0.039,0.43,0.53
FAT,0.221,0.175,0.039,0.66,0.47
LGPS,0.206,0.19,0.039,0.8,0.03
NDLS,0.134,0.289,0.039,1.39,0.9
VSTA,0.043,0.902,0.039,0.27,0.06
WGRX,0.36,0.109,0.039,2.04,0.62
KSCP,0.392,0.1,0.039,0.83,0.17
THS,0.563,0.069,0.039,0.44,0.51
MYPS,0.266,0.148,0.039,0.4,0.03
PEW,0.385,0.101,0.039,0.63,0.57
AMWL,0.2,0.193,0.039,0.46,0.13
SCVL,0.508,0.075,0.038,0.42,0.18
INGR,0.892,0.043,0.038,0.21,0.58
MNTN,0.591,0.064,0.038,0.68,0.31
LIEN,0.111,0.339,0.038,0.26,0.21
KPRX,0.141,0.266,0.038,0.85,0.91
BRCB,0.499,0.077,0.038,0.81,0.11
QSEA,0.039,0.981,0.038,0.01,0.55
NSTS,0.068,0.557,0.038,0.13,0.55
UFI,0.2,0.191,0.038,0.44,0.42
WNC,0.445,0.083,0.037,0.5,0.48
LYRA,0.124,0.296,0.037,0.9,0.35
PHOE,0.038,0.974,0.037,1.38,0.29
FGNXP,0.043,0.855,0.037,0.44,0.51
CTSO,0.08,0.468,0.037,0.64,0.11
RPTX,0.183,0.203,0.037,0.52,0.37
DRCT,0.172,0.215,0.037,1.25,0.36
RDNW,0.118,0.31,0.037,0.91,0.31
RETO,0.089,0.411,0.037,1.28,0.63
SMPL,0.726,0.051,0.037,0.43,0.97
BCAB,0.237,0.156,0.037,1.45,0.86
KELYA,0.458,0.078,0.036,0.32,0.1
MED,0.388,0.092,0.036,0.46,0.33
SUUN,0.166,0.218,0.036,0.9,0.41
LPRO,0.312,0.114,0.036,0.82,0.66
LINE,0.796,0.045,0.036,0.46,0.86
PULM,0.044,0.821,0.036,0.49,0.08
TDTH,0.167,0.217,0.036,1.18,0.1
BSBK,0.056,0.645,0.036,0.23,0.04
HTCO,0.118,0.305,0.036,1.03,0.06
JILL,0.27,0.134,0.036,0.41,0.18
CRDL,0.198,0.181,0.036,0.69,0.08
GEG,0.042,0.846,0.036,0.48,0.61
NNBR,0.226,0.158,0.036,0.71,0.5
SIMA,0.036,0.988,0.036,0.02,0.92
ENLV,0.092,0.392,0.036,0.49,0.04
FLOC,0.477,0.074,0.035,0.46,0.22
BLIN,0.066,0.534,0.035,0.7,0.35
WORX,0.221,0.157,0.035,1.19,0.46
CPSS,0.129,0.274,0.035,0.65,0.86
GTEC,0.216,0.16,0.035,0.64,0.28
NMAX,0.529,0.067,0.035,0.52,0.21
LPA,0.308,0.115,0.035,1.06,0.92
BCBP,0.316,0.111,0.035,0.33,0.63
RIBB,0.035,0.992,0.035,0.0,0.59
NHTC,0.111,0.319,0.035,0.4,0.32
MITQ,0.052,0.669,0.035,1.15,0.73
BAFN,0.149,0.234,0.035,0.49,0.34
IPSC,0.373,0.093,0.035,0.79,0.28
COCP,0.135,0.258,0.035,0.74,0.08
CNF,0.134,0.261,0.035,1.0,0.33
AMBR,0.133,0.264,0.035,1.14,0.55
RNAC,0.306,0.115,0.035,0.77,0.36
RVYL,0.203,0.172,0.035,1.61,0.78
AEHL,0.277,0.122,0.034,1.71,0.58
AXR,0.159,0.214,0.034,0.54,0.31
AFRI,0.09,0.374,0.034,0.53,0.98
SVCC,0.034,0.994,0.034,0.01,0.55
STRO,0.282,0.119,0.034,1.2,0.75
HOFT,0.261,0.131,0.034,0.5,0.2
MWG,0.064,0.528,0.034,0.62,0.01
IPW,0.241,0.141,0.034,2.13,0.98
ASNS,0.219,0.155,0.034,1.83,0.98
XCUR,0.055,0.611,0.034,0.96,0.2
MXCT,0.334,0.101,0.034,0.7,0.48
RAVE,0.123,0.28,0.034,0.73,0.66
JYD,0.131,0.258,0.034,1.17,0.42
LSAK,0.153,0.221,0.034,0.47,0.23
AMBQ,0.454,0.074,0.034,0.56,0.07
TNON,0.141,0.242,0.034,0.61,0.14
TZOO,0.369,0.089,0.033,0.68,0.75
BKHA,0.038,0.873,0.033,0.15,1.0
NOMD,0.644,0.051,0.033,0.27,0.33
JFBR,0.084,0.398,0.033,1.13,0.48
BHVN,0.723,0.046,0.033,0.83,0.79
INBK,0.334,0.099,0.033,0.56,0.88
GMM,0.045,0.732,0.033,0.6,0.02
BFRG,0.158,0.212,0.033,0.95,0.41
SCYX,0.205,0.161,0.033,0.76,0.39
NDRA,0.095,0.343,0.033,0.92,0.24
ATXG,0.084,0.395,0.033,1.71,0.82
MAN,0.652,0.05,0.033,0.43,0.82
CREX,0.107,0.306,0.033,0.91,0.55
GURE,0.106,0.308,0.033,1.39,0.81
EPC,0.581,0.056,0.033,0.34,0.55
VRCA,0.195,0.167,0.033,0.82,0.05
SRPT,0.942,0.035,0.033,0.74,0.67
TSE,0.28,0.119,0.033,1.06,0.86
LFT,0.229,0.145,0.033,0.47,0.92
CATX,0.434,0.075,0.033,1.04,0.63
COPL,0.034,0.98,0.033,0.01,0.01
CUE,0.216,0.154,0.033,1.0,0.34
ATMV,0.118,0.267,0.032,1.73,0.89
ASPS,0.062,0.511,0.032,0.78,0.06
STRRP,0.044,0.72,0.032,0.15,0.39
RDAG,0.087,0.373,0.032,0.03,0.01
MTR,0.088,0.367,0.032,0.36,0.43
CAL,0.614,0.052,0.032,0.61,0.83
CATO,0.123,0.264,0.032,0.78,0.49
NSIT,0.724,0.044,0.032,0.37,0.66
XTLB,0.113,0.282,0.032,1.06,0.55
STKS,0.13,0.249,0.032,0.74,0.49
MDIA,0.082,0.391,0.032,0.57,0.09
XPON,0.202,0.16,0.032,0.89,0.12
DNUT,0.648,0.049,0.032,0.89,0.87
AURE,0.106,0.304,0.032,1.83,0.66
LGCB,0.093,0.344,0.032,0.9,0.31
LCUT,0.238,0.136,0.032,0.78,0.75
MLP,0.173,0.186,0.032,0.51,0.7
BRCC,0.357,0.091,0.032,0.72,0.67
ATCH,0.456,0.07,0.032,1.45,0.26
NX,0.532,0.06,0.032,0.43,0.32
LHSW,0.188,0.166,0.031,1.05,0.25
CJMB,0.063,0.487,0.031,0.63,0.11
HSPO,0.037,0.829,0.031,0.19,0.92
AWRE,0.041,0.755,0.031,0.7,0.36
COCH,0.203,0.154,0.031,1.05,0.61
JWEL,0.071,0.431,0.031,0.9,0.42
BCDA,0.122,0.251,0.031,0.82,0.29
WENN,0.095,0.326,0.031,0.05,0.36
YYAI,0.497,0.063,0.031,3.57,0.92
ASTL,0.509,0.06,0.031,0.9,0.93
SAFX,0.176,0.178,0.031,1.05,0.76
VBIX,0.086,0.355,0.031,0.7,0.41
UFG,0.155,0.202,0.031,1.55,0.7
RECT,0.104,0.285,0.03,1.46,0.97
BYSI,0.062,0.491,0.03,0.92,0.6
EDBL,0.11,0.269,0.03,0.88,0.27
HPK,0.39,0.076,0.03,0.56,0.5
PCSC,0.033,0.921,0.03,0.0,0.24
NIVF,0.283,0.105,0.03,1.94,0.53
STFS,0.281,0.108,0.03,1.93,0.81
ELTK,0.049,0.612,0.03,0.2,0.03
ATGL,0.041,0.736,0.03,0.53,0.22
RCON,0.104,0.288,0.03,0.76,0.21
UIS,0.387,0.078,0.03,0.45,0.14
ALVO,0.544,0.055,0.03,0.6,0.92
OPHC,0.11,0.274,0.03,0.19,0.21
FSHP,0.031,0.977,0.03,0.02,0.98
OMCC,0.061,0.489,0.03,0.52,0.78
AVNS,0.493,0.06,0.03,0.38,0.46
VRA,0.188,0.159,0.03,0.85,0.69
SDHC,0.337,0.088,0.03,0.49,0.19
PT,0.054,0.547,0.03,0.76,0.6
INM,0.181,0.163,0.03,0.64,0.21
EVGN,0.096,0.312,0.03,0.63,0.16
HCWC,0.177,0.172,0.03,1.0,0.33
BLMZ,0.223,0.128,0.029,1.65,0.69
CLGN,0.09,0.317,0.029,0.76,0.32
XOS,0.114,0.257,0.029,0.58,0.1
SILO,0.124,0.235,0.029,1.0,0.28
TOVX,0.313,0.094,0.029,1.93,0.97
TSQ,0.214,0.136,0.029,0.42,0.67
NODK,0.126,0.23,0.029,0.19,0.02
RCEL,0.265,0.11,0.029,0.69,0.43
TXMD,0.074,0.394,0.029,0.86,0.49
ARE,0.88,0.033,0.029,0.47,0.95
NTIP,0.04,0.736,0.029,0.36,0.36
RENT,0.18,0.161,0.029,0.86,0.26
GOODN,0.057,0.512,0.029,0.11,0.08
ARAI,0.301,0.098,0.029,1.39,0.31
ZIONP,0.056,0.517,0.029,0.17,0.78
NSRX,0.07,0.41,0.029,0.51,0.25
BLSH,0.868,0.033,0.029,0.69,0.08
TUSK,0.19,0.153,0.029,0.52,0.31
ZKH,0.16,0.184,0.029,0.46,0.13
STZ,0.92,0.032,0.029,0.26,0.38
GLE,0.225,0.123,0.028,1.22,0.25
ATHR,0.052,0.532,0.028,0.77,0.01
LUNG,0.419,0.068,0.028,1.21,0.97
WSBK,0.041,0.695,0.028,0.11,0.15
SEED,0.109,0.261,0.028,1.35,0.92
RC,0.48,0.058,0.028,0.41,0.63
SCL,0.527,0.053,0.028,0.33,0.65
VIVK,0.416,0.067,0.028,2.72,0.95
PLMK,0.029,0.973,0.028,0.02,0.71
FGBIP,0.238,0.117,0.028,0.38,1.0
FMC,0.839,0.033,0.028,0.66,0.98
FNKO,0.449,0.062,0.028,0.63,0.32
PTHL,0.101,0.264,0.027,1.04,0.12
PHUN,0.314,0.087,0.027,0.62,0.27
ADV,0.256,0.107,0.027,0.63,0.3
ALF,0.028,0.968,0.027,0.02,0.42
ONFO,0.053,0.507,0.027,0.77,0.2
WBUY,0.11,0.243,0.027,0.82,0.11
UHG,0.271,0.1,0.027,0.96,0.49
PAPL,0.1,0.265,0.027,1.13,0.16
ULY,0.105,0.253,0.027,1.04,0.1
ZYBT,0.085,0.317,0.027,1.44,0.3
MNTK,0.335,0.082,0.027,0.77,0.44
MORN,0.805,0.034,0.027,0.32,0.88
MRTN,0.509,0.053,0.027,0.33,0.81
SVRE,0.085,0.316,0.027,0.77,0.04
CBT,0.751,0.036,0.027,0.33,0.79
BRAG,0.218,0.124,0.027,0.74,0.92
IT,0.938,0.029,0.027,0.43,0.97
PROP,0.453,0.059,0.027,0.86,0.31
FORR,0.348,0.077,0.027,0.69,0.86
OLB,0.092,0.292,0.027,0.8,0.1
MOLN,0.098,0.271,0.027,0.56,0.71
MLR,0.401,0.066,0.026,0.32,0.28
XOMAP,0.032,0.798,0.026,0.07,0.69
GGLS,0.608,0.042,0.026,0.27,0.73
MSGM,0.034,0.763,0.026,0.51,0.05
RBNE,0.263,0.098,0.026,0.69,0.09
GOVX,0.172,0.153,0.026,0.78,0.09
MKDW,0.212,0.125,0.026,0.79,0.26
MUD,0.631,0.041,0.026,0.46,0.89
ZGM,0.18,0.143,0.026,1.01,0.05
IBAC,0.029,0.896,0.026,0.02,0.43
MAGN,0.491,0.053,0.026,0.57,0.56
UBXG,0.033,0.792,0.026,1.01,0.35
CDZIP,0.027,0.959,0.026,0.12,0.02
MHH,0.091,0.282,0.026,0.61,0.15
LAZR,0.635,0.041,0.026,1.75,1.0
KLAR,0.763,0.034,0.026,0.55,0.05
INR,0.546,0.047,0.026,0.45,0.22
EP,0.126,0.21,0.026,0.95,0.9
FLX,0.208,0.123,0.026,1.02,0.66
FRPT,0.839,0.031,0.026,0.57,0.82
SGBX,0.331,0.08,0.026,1.47,0.32
TROO,0.084,0.313,0.026,1.05,0.16
CURV,0.244,0.106,0.026,0.77,0.61
USEA,0.11,0.24,0.026,0.41,0.22
BJDX,0.115,0.228,0.026,1.12,0.48
SBDS,0.099,0.263,0.026,1.0,0.35
PRPH,0.274,0.095,0.026,1.31,0.37
RICK,0.428,0.06,0.026,0.5,0.8
