Ticker,$VolumePctl,SharpePctl,$VolxSharpe,Parkinson,ParkinsonPctl
BANR,0.57,0.431,0.246,0.27,0.2
NAN,0.292,0.842,0.246,0.09,0.44
nan,0.292,0.841,0.246,0.09,0.44
EHI,0.311,0.791,0.246,0.09,0.26
MITK,0.436,0.563,0.245,0.3,0.1
PHAT,0.61,0.401,0.245,0.91,0.44
DLX,0.459,0.533,0.245,0.28,0.14
LW,0.82,0.299,0.245,0.28,0.08
UPXI,0.653,0.375,0.245,0.99,0.08
HYFT,0.271,0.903,0.245,1.11,0.16
PKG,0.843,0.29,0.244,0.28,0.84
NGS,0.31,0.787,0.244,0.33,0.02
LI,0.819,0.298,0.244,0.29,0.26
IGI,0.346,0.705,0.244,0.14,0.94
KFY,0.673,0.363,0.244,0.26,0.58
CCII,0.249,0.98,0.244,0.06,0.75
JBLU,0.824,0.295,0.243,0.55,0.23
NEXN,0.47,0.517,0.243,0.43,0.26
AIOT,0.505,0.481,0.243,0.54,0.12
RDY,0.632,0.384,0.243,0.2,0.82
AOSL,0.481,0.506,0.243,0.57,0.26
ACR,0.279,0.868,0.242,0.3,0.44
BURU,0.624,0.388,0.242,1.96,0.56
ZEUS,0.526,0.461,0.242,0.6,0.95
ENTX,0.31,0.782,0.242,1.03,0.96
CIM,0.538,0.449,0.242,0.23,0.48
PRZO,0.323,0.749,0.242,0.83,0.24
WMK,0.503,0.482,0.242,0.25,0.1
AROW,0.403,0.601,0.242,0.36,0.77
PAYC,0.82,0.295,0.242,0.28,0.31
ADCT,0.384,0.629,0.242,0.69,0.15
BOH,0.638,0.377,0.241,0.28,0.59
FRT,0.841,0.287,0.241,0.25,0.86
HBT,0.352,0.686,0.241,0.42,0.9
BWB,0.343,0.704,0.241,0.4,0.8
TXG,0.704,0.343,0.241,0.68,0.36
HASI,0.722,0.334,0.241,0.31,0.25
FRA,0.467,0.516,0.241,0.12,0.58
KEN,0.244,0.988,0.241,0.18,0.13
PZG,0.248,0.97,0.241,0.63,0.1
HBNC,0.478,0.504,0.241,0.33,0.61
STXS,0.33,0.729,0.241,0.53,0.16
TY,0.355,0.677,0.24,0.14,0.43
EHAB,0.41,0.586,0.24,0.41,0.4
OPXS,0.269,0.894,0.24,0.77,0.61
IMCR,0.499,0.48,0.24,0.53,0.42
FOUR,0.888,0.27,0.24,0.37,0.34
LEO,0.348,0.689,0.24,0.1,0.36
MMYT,0.839,0.286,0.24,0.47,0.51
PERI,0.397,0.605,0.24,0.3,0.08
CAPT,0.767,0.313,0.24,1.29,0.53
VLGEA,0.35,0.686,0.24,0.33,0.54
CBNK,0.377,0.635,0.239,0.29,0.21
XTKG,0.295,0.811,0.239,1.21,0.19
ASYS,0.347,0.69,0.239,0.74,0.73
DIN,0.635,0.376,0.239,0.45,0.27
ROCK,0.649,0.366,0.238,0.5,0.94
TALO,0.588,0.404,0.238,0.38,0.06
EPSM,0.337,0.706,0.238,2.54,0.71
OWLT,0.318,0.747,0.238,0.8,0.49
ACHV,0.464,0.512,0.238,0.87,0.64
CAF,0.268,0.887,0.238,0.25,0.93
GMED,0.792,0.301,0.238,0.29,0.54
SPH,0.427,0.556,0.237,0.22,0.21
SLMT,0.479,0.494,0.237,2.19,0.83
DCTH,0.62,0.383,0.237,0.76,0.8
CWST,0.749,0.316,0.237,0.35,0.88
RVLV,0.735,0.322,0.237,0.45,0.09
FBIZ,0.329,0.72,0.237,0.31,0.61
EVI,0.321,0.739,0.237,0.75,0.97
GEF,0.555,0.427,0.237,0.24,0.38
EMBC,0.502,0.472,0.237,0.41,0.04
TYGO,0.287,0.823,0.236,1.08,0.74
DAR,0.75,0.315,0.236,0.46,0.6
ARBE,0.466,0.506,0.236,0.99,0.64
ON,0.965,0.245,0.236,0.53,0.86
CBU,0.584,0.404,0.236,0.28,0.49
QUIK,0.46,0.513,0.236,0.9,0.8
PRGO,0.798,0.295,0.235,0.3,0.48
MSD,0.337,0.696,0.235,0.13,0.48
CLH,0.802,0.293,0.235,0.33,0.89
EEA,0.254,0.925,0.235,0.16,0.56
NNVC,0.361,0.65,0.235,1.1,1.0
BIRK,0.742,0.317,0.235,0.33,0.23
IVT,0.574,0.407,0.234,0.25,0.8
ACP,0.435,0.537,0.234,0.12,0.66
CRVS,0.558,0.42,0.234,0.78,0.44
MYD,0.393,0.596,0.234,0.09,0.44
LKQ,0.81,0.289,0.234,0.32,0.86
HNST,0.599,0.39,0.234,0.41,0.03
KVHI,0.289,0.809,0.234,0.55,0.85
NML,0.383,0.61,0.234,0.22,0.43
NWBI,0.572,0.408,0.233,0.26,0.64
ADMA,0.762,0.306,0.233,0.45,0.32
LQDT,0.423,0.551,0.233,0.32,0.22
WSR,0.503,0.464,0.233,0.27,0.86
AMBP,0.433,0.538,0.233,0.38,0.67
TWIN,0.315,0.739,0.233,0.48,0.16
ACRS,0.426,0.545,0.232,1.0,0.84
FFIC,0.481,0.483,0.232,0.37,0.72
ELIL,0.447,0.518,0.232,0.62,0.69
ERH,0.24,0.967,0.232,0.15,0.63
SHAK,0.862,0.269,0.232,0.49,0.76
MTW,0.413,0.562,0.232,0.41,0.42
LNN,0.572,0.406,0.232,0.37,0.89
BTE,0.712,0.324,0.231,0.47,0.36
ZETA,0.893,0.259,0.231,0.56,0.15
CANG,0.377,0.614,0.231,0.64,0.22
USA,0.57,0.405,0.231,0.14,0.48
OLED,0.783,0.295,0.231,0.34,0.56
UNTY,0.341,0.675,0.23,0.36,0.4
TMP,0.428,0.537,0.23,0.27,0.27
SPCB,0.267,0.86,0.23,0.7,0.05
TRX,0.303,0.759,0.23,0.81,0.93
FOF,0.302,0.763,0.23,0.11,0.34
AWR,0.754,0.305,0.23,0.29,0.94
SLDB,0.603,0.382,0.23,0.91,0.48
ACDC,0.572,0.4,0.229,0.93,0.7
WETH,0.336,0.683,0.229,2.14,0.99
QNTM,0.34,0.673,0.229,1.19,0.26
REGN,0.968,0.237,0.229,0.37,0.72
GWW,0.924,0.248,0.229,0.26,0.87
DLB,0.69,0.33,0.228,0.23,0.63
AVBC,0.311,0.732,0.228,0.23,0.13
DOUG,0.376,0.606,0.228,0.6,0.12
TMCI,0.372,0.613,0.228,0.54,0.07
EDIT,0.48,0.475,0.228,0.98,0.26
SMBC,0.544,0.419,0.228,0.33,0.7
NMT,0.342,0.668,0.228,0.09,0.08
LMAT,0.62,0.368,0.228,0.3,0.24
KIM,0.885,0.258,0.228,0.24,0.68
VENU,0.353,0.647,0.228,0.57,0.26
KBDC,0.455,0.5,0.228,0.22,0.72
SPDN,0.914,0.248,0.227,0.1,0.42
BHST,0.276,0.822,0.227,1.16,0.9
HNVR,0.353,0.642,0.227,0.33,0.36
TYRA,0.526,0.431,0.227,0.65,0.36
QCRH,0.525,0.433,0.227,0.36,0.87
LNSR,0.244,0.929,0.227,0.28,0.43
EXOD,0.392,0.576,0.226,0.75,0.11
VIOT,0.275,0.821,0.226,0.93,0.4
ZONE,0.506,0.447,0.226,1.47,0.64
PNFP,0.786,0.288,0.226,0.3,0.42
RSKD,0.407,0.555,0.226,0.28,0.0
LII,0.925,0.244,0.226,0.4,0.84
HP,0.686,0.328,0.225,0.44,0.29
WANT,0.35,0.643,0.225,0.39,0.33
ZUMZ,0.423,0.531,0.225,0.44,0.06
BGC,0.645,0.347,0.224,0.27,0.04
SLSR,0.236,0.949,0.224,0.62,0.64
GDDY,0.899,0.249,0.224,0.35,0.9
CADL,0.438,0.512,0.224,0.71,0.22
KDP,0.946,0.237,0.224,0.29,0.92
FVN,0.228,0.984,0.224,0.0,0.43
XPEL,0.562,0.398,0.224,0.41,0.31
KMT,0.646,0.346,0.224,0.28,0.32
DVS,0.401,0.558,0.224,0.61,0.28
COHU,0.651,0.343,0.223,0.55,0.82
APYX,0.257,0.867,0.223,0.91,0.17
EFX,0.965,0.231,0.223,0.32,0.79
JRVR,0.46,0.484,0.223,0.42,0.34
DDD,0.559,0.399,0.223,0.97,0.81
RUSHB,0.477,0.467,0.223,0.33,0.59
MVF,0.416,0.534,0.222,0.1,0.4
FLUX,0.452,0.491,0.222,2.15,1.0
CZWI,0.284,0.783,0.222,0.24,0.43
NOVT,0.817,0.272,0.222,0.52,0.92
WH,0.815,0.273,0.222,0.32,0.77
MHF,0.33,0.672,0.222,0.2,0.57
BQ,0.483,0.46,0.222,5.83,0.99
AOS,0.789,0.281,0.222,0.25,0.78
ELS,0.8,0.276,0.221,0.22,0.5
LTRX,0.349,0.633,0.221,0.68,0.53
WRAP,0.297,0.743,0.221,1.0,0.75
ECPG,0.561,0.394,0.221,0.42,0.69
RIV,0.298,0.741,0.221,0.13,0.4
PAYX,0.94,0.235,0.221,0.24,0.78
NCDL,0.542,0.408,0.221,0.23,0.8
VFC,0.842,0.262,0.221,0.55,0.71
SHOO,0.808,0.272,0.22,0.43,0.55
MMT,0.265,0.832,0.22,0.11,0.71
XHR,0.577,0.382,0.22,0.33,0.79
MQT,0.343,0.64,0.22,0.09,0.26
MCHPP,0.325,0.678,0.22,0.24,0.08
HBCP,0.297,0.738,0.219,0.33,0.68
MFI,0.273,0.801,0.219,1.53,0.53
INSG,0.517,0.423,0.219,0.79,0.63
HROW,0.655,0.334,0.219,0.59,0.24
SVV,0.616,0.356,0.219,0.66,0.8
LITM,0.449,0.487,0.219,1.18,0.32
REPX,0.444,0.49,0.218,0.36,0.02
PEBO,0.493,0.443,0.218,0.28,0.52
MNDY,0.867,0.252,0.218,0.46,0.34
PPCB,0.285,0.765,0.218,1.04,0.16
VCEL,0.662,0.329,0.218,0.52,0.54
MIY,0.292,0.747,0.218,0.1,0.17
MGEE,0.568,0.383,0.218,0.23,0.31
GCV,0.231,0.943,0.218,0.17,0.32
EQ,0.303,0.718,0.218,1.04,0.22
CMPR,0.575,0.379,0.218,0.62,0.96
NEO,0.699,0.311,0.217,0.64,0.55
NATR,0.379,0.572,0.217,0.36,0.22
SCSC,0.514,0.422,0.217,0.28,0.02
HUHU,0.29,0.75,0.217,1.0,0.48
HLLY,0.388,0.559,0.217,0.5,0.38
FBRX,0.288,0.753,0.217,1.1,0.3
PHVS,0.466,0.465,0.217,0.64,0.14
LNKB,0.384,0.566,0.217,0.31,0.2
TBCH,0.396,0.549,0.217,0.4,0.11
INN,0.533,0.407,0.217,0.37,0.52
ETHZ,0.627,0.344,0.216,1.31,0.58
TWST,0.77,0.28,0.216,0.78,0.74
CBAN,0.356,0.606,0.216,0.26,0.24
ERC,0.239,0.901,0.215,0.1,0.59
BNT,0.28,0.768,0.215,0.23,0.59
LGI,0.259,0.832,0.215,0.14,0.38
MCR,0.252,0.853,0.215,0.13,0.77
NXP,0.387,0.555,0.215,0.1,0.36
FOSL,0.331,0.647,0.214,0.86,0.36
BC,0.697,0.307,0.214,0.4,0.73
AGM,0.639,0.335,0.214,0.34,0.87
BWMX,0.299,0.716,0.214,0.45,0.46
SOGP,0.245,0.874,0.214,1.26,0.65
BLND,0.555,0.386,0.214,0.57,0.25
CABA,0.607,0.353,0.214,1.57,0.93
RFMZ,0.378,0.564,0.213,0.12,0.45
CIVB,0.368,0.578,0.213,0.33,0.38
RNG,0.773,0.275,0.213,0.42,0.57
ATRA,0.359,0.593,0.213,0.91,0.39
OPK,0.465,0.458,0.213,0.46,0.5
ETD,0.54,0.395,0.213,0.28,0.48
FFAI,0.555,0.384,0.213,0.83,0.02
UHT,0.397,0.536,0.213,0.3,0.89
EU,0.543,0.392,0.213,0.89,0.74
AAPG,0.228,0.928,0.212,0.28,0.13
ALDX,0.429,0.495,0.212,0.63,0.29
AIV,0.543,0.39,0.212,0.25,0.34
GSBC,0.432,0.49,0.212,0.31,0.64
FRD,0.256,0.827,0.212,0.53,0.66
PCB,0.293,0.724,0.212,0.3,0.64
GIII,0.552,0.384,0.212,0.34,0.17
SKYX,0.342,0.619,0.212,1.09,0.76
TPL,0.782,0.271,0.212,0.32,0.0
CCRN,0.384,0.551,0.212,0.48,0.76
EVCM,0.391,0.542,0.212,0.37,0.31
LXRX,0.385,0.55,0.212,0.63,0.0
CXDO,0.357,0.594,0.212,0.5,0.2
CLBT,0.661,0.319,0.211,0.41,0.46
SENS,0.409,0.516,0.211,0.8,0.41
DCOM,0.541,0.39,0.211,0.37,0.45
GPN,0.916,0.23,0.211,0.34,0.84
NEOV,0.393,0.537,0.211,1.17,0.6
CRNX,0.725,0.291,0.211,0.52,0.47
COEP,0.243,0.87,0.211,0.65,0.02
PCG,0.939,0.225,0.211,0.3,0.52
MDAI,0.324,0.647,0.21,0.84,0.34
CPAY,0.862,0.244,0.21,0.36,0.88
OBA,0.213,0.987,0.21,0.01,0.5
CLNE,0.469,0.448,0.21,0.5,0.0
APUS,0.29,0.723,0.21,1.14,0.44
OVID,0.387,0.542,0.21,0.94,0.17
ISTR,0.31,0.676,0.21,0.32,0.64
CLCO,0.42,0.5,0.21,0.06,0.01
NRT,0.237,0.888,0.21,0.5,0.59
BSRR,0.385,0.544,0.209,0.33,0.51
WABC,0.488,0.428,0.209,0.26,0.52
HYAC,0.218,0.959,0.209,0.01,0.24
AGNCO,0.223,0.937,0.209,0.04,0.06
FPH,0.263,0.794,0.209,0.44,0.6
AGH,0.358,0.583,0.209,2.04,0.42
PDLB,0.271,0.77,0.209,0.24,0.51
TASK,0.482,0.434,0.209,0.42,0.47
ATKR,0.676,0.309,0.209,0.3,0.03
DVA,0.862,0.242,0.209,0.31,0.67
ELV,0.955,0.219,0.209,0.31,0.66
NBN,0.492,0.425,0.209,0.39,0.83
DMO,0.23,0.905,0.208,0.09,0.36
IPI,0.51,0.408,0.208,0.44,0.15
SNCY,0.57,0.365,0.208,0.6,0.8
ELMD,0.363,0.574,0.208,0.33,0.02
PECO,0.699,0.297,0.208,0.2,0.42
SEPN,0.464,0.448,0.208,0.67,0.25
CLB,0.569,0.365,0.208,0.57,0.75
CARR,0.923,0.224,0.207,0.36,0.89
IAUX,0.459,0.451,0.207,0.66,0.26
IDN,0.242,0.856,0.207,0.54,0.15
NVCR,0.647,0.32,0.207,0.53,0.27
SKM,0.634,0.327,0.207,0.14,0.7
MGRC,0.516,0.402,0.207,0.31,0.83
OPRA,0.626,0.33,0.207,0.47,0.45
AVY,0.821,0.252,0.207,0.24,0.82
FCCO,0.286,0.724,0.207,0.31,0.55
CYH,0.499,0.413,0.206,0.69,0.66
CZNC,0.334,0.618,0.206,0.23,0.09
IFN,0.449,0.456,0.205,0.12,0.22
LABD,0.809,0.253,0.205,0.71,0.35
ACIU,0.39,0.525,0.205,1.38,1.0
GTERA,0.21,0.977,0.205,0.02,0.75
CCLD,0.341,0.6,0.205,0.59,0.06
PVH,0.731,0.28,0.205,0.35,0.36
VKTX,0.904,0.227,0.205,0.74,0.71
CRNT,0.403,0.508,0.205,0.58,0.47
MTDR,0.788,0.259,0.204,0.36,0.38
NCSM,0.238,0.858,0.204,0.85,0.94
ALRS,0.352,0.579,0.204,0.3,0.37
LUCD,0.333,0.613,0.204,0.59,0.09
PDS,0.446,0.457,0.204,0.32,0.22
IR,0.929,0.22,0.204,0.34,0.89
SVAC,0.207,0.986,0.204,0.18,0.92
INVA,0.536,0.38,0.204,0.32,0.84
ASC,0.475,0.43,0.204,0.3,0.02
PPC,0.79,0.257,0.203,0.34,0.67
CCNE,0.426,0.477,0.203,0.27,0.22
MAA,0.871,0.233,0.203,0.2,0.38
SIGI,0.714,0.285,0.203,0.32,0.81
MIST,0.358,0.567,0.203,0.58,0.09
DIOD,0.578,0.351,0.203,0.46,0.48
WNEB,0.238,0.855,0.203,0.32,0.74
IAS,0.586,0.347,0.203,0.04,0.0
DHF,0.267,0.761,0.203,0.1,0.1
PD,0.671,0.301,0.202,0.33,0.06
HYLN,0.447,0.451,0.202,0.9,0.67
MANU,0.477,0.424,0.202,0.38,0.81
UNF,0.639,0.316,0.202,0.38,0.81
MSEX,0.666,0.303,0.202,0.59,1.0
MPTI,0.376,0.537,0.202,0.61,0.36
BALY,0.381,0.53,0.202,1.06,0.67
WTI,0.456,0.442,0.202,0.58,0.46
STRA,0.596,0.339,0.202,0.32,0.74
MTLS,0.366,0.551,0.202,0.68,0.96
WSBF,0.327,0.614,0.201,0.28,0.42
LSTA,0.469,0.429,0.201,0.95,0.71
VTS,0.597,0.337,0.201,0.28,0.38
VYX,0.606,0.332,0.201,0.31,0.01
METD,0.609,0.33,0.201,0.27,0.61
CCIX,0.27,0.746,0.201,0.12,0.73
INTT,0.304,0.658,0.2,0.62,0.73
ELDN,0.5,0.4,0.2,1.03,0.96
CTGO,0.386,0.518,0.2,0.53,0.13
BBCP,0.279,0.717,0.2,0.46,0.54
KWR,0.636,0.314,0.2,0.43,0.84
MHK,0.837,0.238,0.199,0.32,0.49
MFIN,0.305,0.653,0.199,0.41,0.75
IAC,0.871,0.229,0.199,0.35,0.63
RPM,0.769,0.259,0.199,0.22,0.5
RDCM,0.287,0.694,0.199,0.45,0.12
SBGI,0.557,0.357,0.199,0.32,0.03
TMHC,0.725,0.275,0.199,0.32,0.44
FUNC,0.298,0.664,0.198,0.36,0.47
NBH,0.362,0.546,0.198,0.1,0.26
LPX,0.795,0.249,0.198,0.31,0.26
OVBC,0.22,0.902,0.198,0.3,0.21
GNE,0.424,0.467,0.198,0.46,0.75
VRE,0.642,0.307,0.197,0.24,0.27
NAVI,0.536,0.368,0.197,0.37,0.8
SONN,0.437,0.45,0.197,1.72,0.67
NBBK,0.49,0.403,0.197,0.33,0.84
MPB,0.431,0.458,0.197,0.28,0.36
KRNY,0.432,0.457,0.197,0.27,0.04
DSM,0.313,0.628,0.197,0.09,0.03
TW,0.885,0.222,0.196,0.3,0.66
SFST,0.284,0.689,0.196,0.38,0.79
PSA,0.918,0.213,0.196,0.24,0.64
UYSC,0.198,0.992,0.196,0.01,0.05
COOT,0.285,0.688,0.196,2.09,0.96
HITI,0.375,0.522,0.196,0.48,0.28
PTHS,0.223,0.881,0.196,0.75,0.02
FOLD,0.814,0.241,0.196,0.52,0.84
SSII,0.259,0.756,0.196,1.09,0.43
ACIC,0.404,0.484,0.196,0.32,0.18
BHRB,0.454,0.43,0.195,0.3,0.33
CCLDO,0.203,0.963,0.195,0.14,0.05
KIO,0.425,0.458,0.195,0.12,0.59
GGT,0.286,0.681,0.195,0.14,0.28
KLIC,0.605,0.323,0.195,0.36,0.52
FLC,0.225,0.868,0.195,0.09,0.4
PMO,0.303,0.642,0.195,0.09,0.15
GRBK,0.557,0.35,0.195,0.38,0.74
GCO,0.352,0.55,0.194,0.42,0.01
HLMN,0.657,0.295,0.194,0.39,0.65
PRK,0.554,0.351,0.194,0.28,0.67
SWK,0.914,0.212,0.194,0.37,0.77
PLSE,0.391,0.496,0.194,0.5,0.05
FMBH,0.411,0.469,0.193,0.36,0.82
CARE,0.428,0.452,0.193,0.33,0.7
MAPS,0.305,0.634,0.193,0.62,0.16
HOPE,0.571,0.338,0.193,0.29,0.52
SPE,0.24,0.805,0.193,0.14,0.4
FTLF,0.274,0.704,0.193,0.36,0.1
QDEL,0.714,0.271,0.193,0.53,0.47
KNTK,0.688,0.281,0.193,0.44,0.75
IBCP,0.465,0.415,0.193,0.28,0.33
FBYD,0.275,0.701,0.193,1.23,0.66
MOV,0.37,0.518,0.192,0.33,0.39
MRBK,0.295,0.651,0.192,0.42,0.76
FIVN,0.71,0.271,0.192,0.49,0.54
LXU,0.405,0.474,0.192,0.6,0.9
JFIN,0.273,0.702,0.192,0.66,0.4
TNC,0.569,0.338,0.192,0.33,0.8
MFM,0.327,0.588,0.192,0.11,0.16
TGLS,0.612,0.312,0.191,0.35,0.4
SHMD,0.252,0.758,0.191,1.72,0.91
HRB,0.755,0.253,0.191,0.23,0.22
XOMA,0.341,0.559,0.191,0.53,0.24
GTN,0.456,0.419,0.191,0.46,0.01
MDLZ,0.971,0.197,0.191,0.27,0.82
FMST,0.31,0.616,0.191,1.18,0.28
TH,0.415,0.461,0.191,0.53,0.53
PACK,0.458,0.416,0.191,0.83,0.91
SNDL,0.577,0.331,0.191,0.54,0.56
FMNB,0.408,0.466,0.19,0.29,0.51
PESI,0.436,0.435,0.19,0.67,0.52
ESOA,0.404,0.47,0.19,0.64,0.28
PNRG,0.55,0.345,0.19,0.66,0.75
ACNB,0.298,0.637,0.19,0.24,0.24
EVAC,0.202,0.94,0.19,0.03,0.38
AIRE,0.481,0.396,0.19,2.37,0.87
SLGL,0.222,0.855,0.19,1.12,0.3
TLPH,0.278,0.685,0.19,1.03,0.37
ACB,0.545,0.348,0.19,0.62,0.52
FRBA,0.277,0.685,0.19,0.28,0.55
BOF,0.23,0.826,0.19,1.06,0.77
TIPT,0.488,0.39,0.19,0.41,0.49
EQBK,0.402,0.471,0.189,0.31,0.65
MIN,0.274,0.69,0.189,0.09,0.08
WOW,0.416,0.454,0.189,0.05,0.01
MG,0.304,0.621,0.189,0.35,0.52
AEBI,0.43,0.44,0.189,0.49,0.06
RDZN,0.29,0.652,0.189,1.35,0.42
VHC,0.205,0.917,0.188,1.09,0.71
ALRM,0.619,0.304,0.188,0.27,0.48
POLA,0.312,0.601,0.188,1.57,0.99
DVAX,0.624,0.301,0.188,0.29,0.06
KRG,0.716,0.262,0.188,0.24,0.56
CURE,0.558,0.336,0.187,0.37,0.25
DRTS,0.214,0.872,0.187,0.75,0.79
RQI,0.451,0.414,0.187,0.15,0.3
RILY,0.428,0.436,0.187,0.74,0.11
KRT,0.434,0.43,0.187,0.28,0.18
HYI,0.3,0.624,0.187,0.08,0.25
VANI,0.288,0.648,0.187,0.92,0.98
PFLT,0.514,0.364,0.187,0.23,0.81
FFIN,0.644,0.291,0.187,0.29,0.48
MQY,0.427,0.438,0.187,0.09,0.22
GABC,0.396,0.472,0.187,0.26,0.48
RYAN,0.84,0.221,0.186,0.34,0.83
LGCY,0.236,0.79,0.186,0.64,0.16
MCI,0.26,0.714,0.186,0.26,0.16
PCF,0.294,0.634,0.186,0.09,0.26
ESP,0.263,0.707,0.186,0.49,0.53
BNR,0.205,0.905,0.186,0.96,0.42
RYM,0.2,0.929,0.186,1.07,0.25
LFCR,0.315,0.589,0.186,0.48,0.09
ORRF,0.484,0.385,0.186,0.31,0.72
ERII,0.5,0.372,0.186,0.3,0.19
AGEN,0.394,0.469,0.185,0.63,0.04
OLMA,0.568,0.325,0.185,0.91,0.45
ICLR,0.836,0.221,0.185,0.49,0.8
SAFT,0.512,0.361,0.185,0.24,0.64
WHWK,0.315,0.588,0.185,1.18,0.94
RNGR,0.373,0.497,0.185,0.4,0.4
KVYO,0.848,0.218,0.185,0.45,0.33
BRKR,0.898,0.206,0.185,0.58,0.84
MYN,0.276,0.671,0.185,0.08,0.08
UCTT,0.592,0.312,0.185,0.64,0.91
CSR,0.546,0.339,0.185,0.27,0.37
SGU,0.263,0.703,0.185,0.19,0.13
BGX,0.324,0.57,0.185,0.11,0.48
CBRL,0.728,0.254,0.185,0.47,0.08
DOYU,0.229,0.803,0.184,0.48,0.27
ALGN,0.874,0.21,0.184,0.39,0.56
ARQ,0.324,0.569,0.184,0.43,0.04
CUZ,0.718,0.256,0.184,0.26,0.64
VNDA,0.438,0.421,0.184,0.57,0.93
MCRB,0.414,0.445,0.184,0.86,0.21
INTZ,0.266,0.692,0.184,0.76,0.14
SDRL,0.615,0.299,0.184,0.41,0.24
UNCY,0.393,0.468,0.184,0.76,0.23
REFI,0.398,0.461,0.183,0.23,0.74
AI,0.841,0.218,0.183,0.51,0.26
BORR,0.574,0.318,0.183,0.67,0.55
SMLR,0.601,0.304,0.183,0.92,0.46
LANDM,0.199,0.921,0.183,0.01,0.06
KEQU,0.298,0.614,0.183,0.37,0.06
CNNE,0.514,0.357,0.183,0.27,0.51
NREF,0.335,0.546,0.183,0.33,0.61
AEC,0.309,0.589,0.182,1.23,0.57
BFST,0.392,0.465,0.182,0.33,0.71
AMTM,0.665,0.273,0.182,0.39,0.17
PX,0.412,0.441,0.182,0.33,0.25
ONCY,0.436,0.417,0.182,0.87,0.53
ANIX,0.311,0.586,0.182,0.78,0.59
EPAC,0.566,0.322,0.182,0.29,0.56
KF,0.184,0.989,0.182,0.16,0.48
CPRT,0.932,0.195,0.182,0.22,0.54
TRUP,0.592,0.306,0.181,0.35,0.11
BNED,0.373,0.484,0.181,0.39,0.01
HGTY,0.371,0.488,0.181,0.42,0.65
SSP,0.369,0.491,0.181,0.63,0.08
ALC,0.878,0.206,0.181,0.18,0.54
SHO,0.512,0.354,0.181,0.28,0.51
GTY,0.562,0.322,0.181,0.21,0.4
PBBK,0.217,0.833,0.181,0.15,0.47
UAVS,0.42,0.431,0.181,1.02,0.16
MNKD,0.653,0.276,0.18,0.51,0.74
CLFD,0.398,0.452,0.18,0.4,0.27
RNP,0.376,0.479,0.18,0.15,0.42
GNS,0.307,0.587,0.18,0.87,0.01
HZO,0.509,0.354,0.18,0.55,0.68
SSEA,0.18,0.998,0.18,0.01,0.04
SLQT,0.375,0.479,0.18,0.57,0.12
EVTC,0.556,0.323,0.18,0.3,0.86
POWW,0.26,0.693,0.18,0.52,0.01
AGNCL,0.269,0.671,0.18,0.07,0.16
JAMF,0.751,0.24,0.18,0.25,0.0
SCM,0.395,0.453,0.179,0.27,0.76
EXR,0.867,0.206,0.179,0.24,0.6
DFIN,0.604,0.296,0.179,0.47,0.85
VNCE,0.283,0.631,0.179,0.74,0.19
BCSF,0.426,0.421,0.179,0.23,0.69
AKAM,0.888,0.202,0.179,0.29,0.63
MHN,0.285,0.627,0.179,0.08,0.21
LSBK,0.196,0.911,0.179,0.19,0.72
DMB,0.253,0.707,0.179,0.09,0.44
NVX,0.489,0.364,0.178,1.55,0.93
BDX,0.958,0.186,0.178,0.23,0.56
APLE,0.769,0.232,0.178,0.27,0.76
RBCAA,0.364,0.49,0.178,0.27,0.37
SON,0.719,0.248,0.178,0.3,0.86
HPQ,0.904,0.197,0.178,0.32,0.74
PK,0.766,0.232,0.178,0.37,0.8
CHRD,0.813,0.218,0.177,0.27,0.05
CTO,0.489,0.361,0.177,0.26,0.8
SMWB,0.359,0.493,0.177,0.56,0.53
FCN,0.751,0.236,0.177,0.31,0.9
HSTM,0.539,0.328,0.177,0.37,0.96
IIF,0.253,0.698,0.177,0.14,0.7
LKFN,0.52,0.341,0.177,0.35,0.78
SPOK,0.426,0.416,0.177,0.35,0.9
FT,0.192,0.92,0.177,0.12,0.27
MBIN,0.52,0.34,0.177,0.34,0.36
ERAS,0.452,0.389,0.176,0.82,0.22
MUE,0.284,0.62,0.176,0.09,0.12
BMRN,0.836,0.21,0.176,0.39,0.88
ONMD,0.251,0.701,0.176,1.5,0.6
PKST,0.33,0.532,0.176,0.41,0.38
MAS,0.887,0.198,0.176,0.28,0.76
TENX,0.207,0.85,0.176,0.68,0.52
SOPH,0.275,0.635,0.175,1.03,0.78
BCE,0.798,0.219,0.175,0.22,0.23
LE,0.39,0.448,0.175,0.46,0.09
LODE,0.461,0.379,0.175,1.02,0.57
CMRC,0.471,0.372,0.175,0.49,0.3
ROP,0.959,0.182,0.175,0.26,0.9
ARMP,0.226,0.773,0.175,1.61,0.92
ATUS,0.448,0.391,0.175,0.62,0.18
PSO,0.546,0.321,0.175,0.13,0.6
QFIN,0.763,0.23,0.175,0.68,0.95
ZH,0.272,0.643,0.175,0.41,0.04
TNYA,0.45,0.387,0.174,1.14,0.5
CHD,0.879,0.198,0.174,0.25,0.86
HUBG,0.693,0.251,0.174,0.37,0.77
PFIS,0.358,0.483,0.173,0.3,0.26
GBCI,0.682,0.254,0.173,0.35,0.84
FPI,0.533,0.324,0.173,0.25,0.6
HTO,0.608,0.285,0.173,0.33,0.78
MGX,0.317,0.545,0.173,1.04,0.56
WOOF,0.526,0.328,0.173,0.53,0.02
CASS,0.445,0.389,0.173,0.3,0.75
